Label	Story
__label__189	"As an AP analyst, I want to finalize receipt interface design so that receipts can be matched to POs"
__label__189	"As a technical implementation user, I would like to document technical specifications for PO Interface so that the document serves as a reference for technical design"
__label__189	"As a technical implementation user, I would like to document technical specifications for Returns Interface so that the document serves as a reference for technical design"
__label__189	"As a technical implementation user, I would like to document technical specifications for Receipt Interface so that the document serves as a reference for technical design"
__label__189	"As a technical implementation user, I would like to document technical specifications for PO Status Interface so that the document serves as a reference for technical design"
__label__189	"As a technical implementation user, I would like to complete technical design for Returns Interface so that I can complete the build"
__label__189	"As a technical implementation user, I would like to complete technical design for PO Interface so that I can complete the build"
__label__189	"As a technical implementation user, I would like to complete technical design for Receipt Interface so that I can complete the build"
__label__189	"As a technical implementation user, I would like to complete technical design for PO Status Interface so that I can complete the build"
__label__189	"As a technical implementation user, I would like to build/unit test for Receipt Interface so that I can get the objects ready for functional testing"
__label__189	"As a technical implementation user, I would like to build/unit test for Returns Interface so that I can get the objects ready for functional testing"
__label__189	"As a technical implementation user, I would like to build/unit test for PO Interface so that I can get the objects ready for functional testing"
__label__189	"As a technical implementation user, I would like to create a prototype for Returns Interface so that I can demo the core functionality to the functional/business teams"
__label__189	"As a technical implementation user, I would like to create a prototype for PO Status Interface so that I can demo the core functionality to the functional/business teams"
__label__189	"As a technical implementation user, I would like to support the functional team in completing the mapping for Receipt Interface so that I can incorporate mapping rules into the build"
__label__189	"As a technical implementation user, I would like to build/unit test for PO Status Interface so that I can get the objects ready for functional testing"
__label__189	"As a technical implementation user, I would like to support the functional team in completing the mapping for Returns Interface so that I can incorporate mapping rules into the build"
__label__189	"As a technical implementation user, I would like to support the functional team in completing the mapping for PO Interface so that I can incorporate mapping rules into the build"
__label__189	"As a technical implementation user, I would like to support the functional team in completing the mapping for PO Status Interface so that I can incorporate mapping rules into the build"
__label__280	"As an AP analyst, I want to design tax call requirements for PO, NON-PO & Expense reports so that I can pay the correct amount of tax"
__label__280	"[Build] - INTF-075 - As an AP technical developer, I want to build the integration for Oracle Cloud Outbound to Vertex Enterprise so that functional users can validate the technical design"
__label__280	"[Build] - INTF-009 - As an AP technical developer, I want to build the Vertex AP Tax Rate Calculation Integration so that functional users can validate the technical design"
__label__280	INTF-009 - As an AP manager I want to process an invoice with the correct tax in Oracle Cloud so that I can meet tax requirements
__label__280	"[Validation] - INTF-009 - As an AP lead, I want to validate the build for the Vertex AP Tax Rate Calculation Integration so that the integration development can be marked complete"
__label__280	"[Technical Design] - INTF-009 - As an AP technical developer, I want to technically design the Vertex AP Tax Rate Calculation Integration so that build can be completed"
__label__280	"[Functional Design] - INTF-009 - As an AP lead, I want to functionally design the Vertex AP Tax Rate Calculation Integration so that the technical design can be completed"
__label__277	INTF-053 - As an AP manager I want to make an approval within my limit so that I can approve invoices
__label__277	"[Validation] - INTF-053 - As an AP lead, I want to validate the build for the integration for invoice approval limits so that employees can make the correct approvals"
__label__277	"[Technical Design] - INTF-053 - As an AP technical developer, I want to technically design the integration for invoice approval limits so that employees can make the correct approvals"
__label__277	"[Functional Design] - INTF-053 - As an AP lead, I want to functionally design the integration for invoice approval limits so that employees can make the correct approvals"
__label__205	"As a technical implementation user, I would like to document technical specifications for AP Invoice Conversion so that the document serves as a reference for technical design"
__label__205	"As a technical implementation user, I would like to complete technical design for AP Invoice Conversion so that I can complete the build"
__label__205	"As a technical implementation user, I would like to create a prototype for AP Invoice Conversion so that I can demo the core functionality to the functional/business teams"
__label__205	"As a technical implementation user, I would like to build/unit test for AP Invoice Conversion so that I can get the objects ready for functional testing"
__label__205	"As a technical implementation user, I would like to support the functional team in completing the mapping for AP Invoice Conversion so that I can incorporate mapping rules into the build"
__label__279	As an AP analyst I want to configure the accounting rules based on POET values using SLA so that I can account for project related invoices
__label__282	INTF-003 - As an AP manager I want to review receipts in Oracle Cloud that was interfaced from Maximo so that I can 3-way match to invoices
__label__282	"[Validation] - INTF-003 - As an AP lead, I want to validate the build for the integration for Maximo PO Receipts Inbound Interface so that the integration development can be marked complete"
__label__282	"[Build] - INTF-003 - As an AP technical developer, I want to build the integration for Maximo PO Receipts Inbound Interface so that functional users can validate the technical design"
__label__282	"[Technical Design] - INTF-003 - As an AP technical developer, I want to technically design the integration for Maximo PO Receipts Inbound Interface so that build can be completed"
__label__282	"[Functional Design] - INTF-003 - As an AP lead, I want to functionally design the integration for Maximo PO Receipts Inbound Interface so that the technical design can be completed"
__label__282	INTF-002 - As an AP manager I want to review PO in Oracle Cloud that was interfaced from Maximo so that I can match to invoices
__label__282	"[Validation] - INTF-002 - As an AP lead, I want to validate the build for the integration for Maximo Purchase Orders Inbound Interface so that the integration development can be marked complete"
__label__282	"[Build] - INTF-002 - As an AP technical developer, I want to build the integration for Maximo Purchase Orders Inbound Interface so that functional users can validate the technical design"
__label__282	"[Technical Design] - INTF-002 - As an AP technical developer, I want to technically design the integration for Maximo Purchase Orders Inbound Interface so that build can be completed"
__label__282	"[Functional Design] - INTF-002 - As an AP lead, I want to functionally design the integration for Maximo Purchase Orders Inbound Interface so that the technical design can be completed"
__label__199	"As a technical implementation user, I would like to document technical specifications for Supplier Conversion so that the document serves as a reference for technical design"
__label__199	"As a technical implementation user, I would like to complete technical design for Supplier Conversion so that I can complete the build"
__label__199	"As a technical implementation user, I would like to build/unit test for Supplier Conversion so that I can get the objects ready for functional testing"
__label__199	"As a technical implementation user, I would like to create a prototype for Supplier Conversion so that I can demo the core functionality to the functional/business teams"
__label__199	"As a technical implementation user, I would like to support the functional team in completing the mapping for Supplier Conversion so that I can incorporate mapping rules into the build"
__label__272	As an AP analyst I want to review controls activities so that I can ensure a secure solution
__label__272	"[Mock 2 Design & Build Review] - CNV-019 - As an AP conversion lead, I want to review and update data mapping and build components for Open PO Receipts conversion so that future conversions will be completed with greater success"
__label__272	"[Mock 2 Validate] - CNV-019 - As an AP manager, I want to reconcile and validate that Open PO Receipts legacy data is available so that business processes can be executed in the future state system"
__label__272	"[Mock 2 Transform & Load] - CNV-019 - As an AP conversion lead, I want to transform and load data for Open PO Receipts so that legacy data can be available for reconciliation"
__label__272	"[Mock 2 Extract] - CNV-019 - As an AP conversion lead, I want to extract data for Open PO Receipts so that conversion testing can be executed"
__label__272	"[Mock 2 Design & Build Review] - CNV-018 - As an AP conversion lead, I want to review and update data mapping and build components for Open Purchase Orders conversion so that future conversions will be completed with greater success"
__label__272	"[Mock 2 Validate] - CNV-018 - As an AP manager, I want to reconcile and validate that Open Purchase Orders legacy data is available so that business processes can be executed in the future state system"
__label__272	"[Mock 2 Transform & Load] - CNV-018 - As an AP conversion lead, I want to transform and load data for Open Purchase Orders so that legacy data can be available for reconciliation"
__label__272	"[Mock 2 Extract] - CNV-018 - As an AP conversion lead, I want to extract data for Open Purchase Orders so that conversion testing can be executed"
__label__272	"[Mock 2 Design & Build Review] - CNV-007 - As an AP conversion lead, I want to review and update data mapping and build components for Open AP Invoices conversion so that future conversions will be completed with greater success"
__label__272	"[Mock 2 Validate] - CNV-007 - As an AP manager, I want to reconcile and validate that Open AP Invoices legacy data is available so that business processes can be executed in the future state system"
__label__272	"[Mock 2 Transform & Load] - CNV-007 - As an AP conversion lead, I want to transform and load data for Open AP Invoices so that legacy data can be available for reconciliation"
__label__272	"[Mock 2 Extract] - CNV-007 - As an AP conversion lead, I want to extract data for Open AP Invoices so that conversion testing can be executed"
__label__272	As an AP analyst I want to review data and functional security with the ICC team so that I can ensure a complete solution
__label__272	As an AP analyst I want to review end to end process design with the ICC team so that I can ensure a complete solution
__label__272	"[Build] - INTF-053 - As an AP technical developer, I want to build the integration for GPC Bill AP Invoices Interface so that functional users can validate the technical design"
__label__272	As an AP analyst I want to finalize the list of personas so that I can identify stakeholders
__label__272	As an AP analyst I want to identify reporting requirements so that I can fulfill various business needs
__label__272	As an AP analyst I want to understand the way to capture DFFs so that the reporting team can update their solution
__label__272	As an AP analyst I want to configure discount management so that I can take advantage of supplier discounts
__label__272	As an AP analyst I want to prepare for Demo 5 so that I can demonstrate the solution to extended team members
__label__272	As an AP analyst I want to review updated journey maps so that I can prepare for demos
__label__272	As an AP analyst I want to have reporting continuity across new and old systems so that I can accurately report.
__label__272	As a field personnel I want to check Oracle Cloud for invoices so that I know my invoices have been uploaded.
__label__272	As an AP analyst I want to design the process for historical AP invoice storage so that I can inquire and ensure no duplicate invoices
__label__272	As an AP analyst I want to design the zero dollar payment process so that I can net off standard and credit invoices
__label__272	"[Mock 1 Design & Build Review] - CNV-019 - As an AP conversion lead, I want to review and update data mapping and build components for Open PO Receipts conversion so that future conversions will be completed with greater success"
__label__272	"[Mock 1 Validate] - CNV-019 - As an AP manager, I want to reconcile and validate that Open PO Receipts legacy data is available so that business processes can be executed in the future state system"
__label__272	"[Mock 1 Transform & Load] - CNV-019 - As an AP conversion lead, I want to transform and load data for Open PO Receipts so that legacy data can be available for reconciliation"
__label__272	"[Mock 1 Extract] - CNV-019 - As an AP conversion lead, I want to extract data for Open PO Receipts so that conversion testing can be executed"
__label__272	"[Mock 1 Design & Build Review] - CNV-018 - As an AP conversion lead, I want to review and update data mapping and build components for Open Purchase Orders conversion so that future conversions will be completed with greater success"
__label__272	"[Mock 1 Validate] - CNV-018 - As an AP manager, I want to reconcile and validate that Open Purchase Orders legacy data is available so that business processes can be executed in the future state system"
__label__272	"[Mock 1 Transform & Load] - CNV-018 - As an AP conversion lead, I want to transform and load data for Open Purchase Orders so that legacy data can be available for reconciliation"
__label__272	"[Mock 1 Extract] - CNV-018 - As an AP conversion lead, I want to extract data for Open Purchase Orders so that conversion testing can be executed"
__label__272	"[Mock 1 Design & Build Review] - CNV-007 - As an AP conversion lead, I want to review and update data mapping and build components for Open AP Invoices conversion so that future conversions will be completed with greater success"
__label__272	"[Mock 1 Validate] - CNV-007 - As an AP manager, I want to reconcile and validate that Open AP Invoices legacy data is available so that business processes can be executed in the future state system"
__label__272	"[Mock 1 Transform & Load] - CNV-007 - As an AP conversion lead, I want to transform and load data for Open AP Invoices so that legacy data can be available for reconciliation"
__label__272	"[Mock 1 Extract] - CNV-007 - As an AP conversion lead, I want to extract data for Open AP Invoices so that conversion testing can be executed"
__label__272	INTF-074 - As an AP manager I want to confirm Oracle Cloud sends information to the 1099 system so that 1099 can be sent to suppliers
__label__272	"[Validation] - INTF-074 - As an AP lead, I want to validate the build for the integration for Oracle Cloud Extract to 1099 system so that the integration development can be marked complete"
__label__272	"[Technical Design] - INTF-074 - As an AP technical developer, I want to technically design the integration for Oracle Cloud Extract to 1099 system so that build can be completed"
__label__272	"[Functional Design] - INTF-074 - As an AP lead, I want to functionally design the integration for Oracle Cloud Extract to 1099 system so that the technical design can be completed"
__label__272	"[Build] - INTF-076 - As an AP technical developer, I want to build the integration for SCS Bill AP invoices to Oracle so that functional users can validate the technical design"
__label__272	INTF-110 - As an AP manager I want to send PowerPlan invoice payment status information so that the source system reflects updated information
__label__272	"[Validation] - INTF-110 - As an AP lead, I want to validate the build for the integration for PAP Payments Status/Acknowledgement info to PowerPlan interface so that the integration development can be marked complete"
__label__272	"[Build] - INTF-110 - As an AP technical developer, I want to build the integration for PAP Payments Status/Acknowledgement info to PowerPlan interface so that functional users can validate the technical design"
__label__272	"[Technical Design] - INTF-110 - As an AP technical developer, I want to technically design the integration for PAP Payments Status/Acknowledgement info to PowerPlan interface so that build can be completed"
__label__272	"[Functional Design] - INTF-110 - As an AP lead, I want to functionally design the integration for PAP Payments Status/Acknowledgement info to PowerPlan interface so that the technical design can be completed"
__label__272	INTF-035 - As an AP manager I want to process an invoice in Oracle Cloud that was interfaced from PowerPlan Property Tax so that I can pay taxes
__label__272	"[Validation] - INTF-035 - As an AP lead, I want to validate the build for the integration for PowerPlan Property tax to Oracle AP Invoice interface so that the integration development can be marked complete"
__label__272	"[Build] - INTF-035 - As an AP technical developer, I want to build the integration for PowerPlan Property tax to Oracle AP Invoice interface so that functional users can validate the technical design"
__label__272	"[Technical Design] - INTF-035 - As an AP technical developer, I want to technically design the integration for PowerPlan Property tax to Oracle AP Invoice interface so that build can be completed"
__label__272	"[Functional Design] - INTF-035 - As an AP lead, I want to functionally design the integration for PowerPlan Property tax to Oracle AP Invoice interface so that the technical design can be completed"
__label__272	"[Build] - INTF-054 - As an AP technical developer, I want to build the integration for AP Costar Invoice interface so that functional users can validate the technical design"
__label__272	"[Technical Design] - INTF-054 - As an AP technical developer, I want to technically design the integration for AP Costar Invoice interface so that build can be completed"
__label__272	"[Functional Design] - INTF-054 - As an AP lead, I want to functionally design the integration for AP Costar Invoice interface so that the technical design can be completed"
__label__272	"[Validation] - INTF-020 - As an AP lead, I want to validate the build for the integration for AP Uncashed Checks Interface so that the integration development can be marked complete"
__label__272	"[Build] - INTF-020 - As an AP technical developer, I want to build the integration for AP Uncashed Checks Interface so that functional users can validate the technical design"
__label__272	"[Technical Design] - INTF-020 - As an AP technical developer, I want to technically design the integration for AP Uncashed Checks Interface so that build can be completed"
__label__272	"[Functional Design] - INTF-020 - As an AP lead, I want to functionally design the integration for AP Uncashed Checks Interface so that the technical design can be completed"
__label__272	INTF-018 - As an AP manager I want to send Costar payment status information so that the source system reflects updated information
__label__272	"[Validation] - INTF-018 - As an AP lead, I want to validate the build for the integration for AP Payments Status/Acknowledgement to Costar Interface so that the integration development can be marked complete"
__label__272	"[Build] - INTF-018 - As an AP technical developer, I want to build the integration for AP Payments Status/Acknowledgement to Costar Interface so that functional users can validate the technical design"
__label__272	"[Technical Design] - INTF-018 - As an AP technical developer, I want to technically design the integration for AP Payments Status/Acknowledgement to Costar Interface so that build can be completed"
__label__272	"[Functional Design] - INTF-018 - As an AP lead, I want to functionally design the integration for AP Payments Status/Acknowledgement to Costar Interface so that the technical design can be completed"
__label__272	INTF-016 - As an AP manager I want to send Legal Tracker payment status information so that the source system reflects updated information
__label__272	"[Validation] - INTF-016 - As an AP lead, I want to validate the build for the integration for AP Payments Status/Acknowledgement to Legal Tracker Interface so that the integration development can be marked complete"
__label__272	"[Build] - INTF-016 - As an AP technical developer, I want to build the integration for AP Payments Status/Acknowledgement to Legal Tracker Interface so that functional users can validate the technical design"
__label__272	"[Technical Design] - INTF-016 - As an AP technical developer, I want to technically design the integration for AP Payments Status/Acknowledgement to Legal Tracker Interface so that build can be completed"
__label__272	"[Functional Design] - INTF-016 - As an AP lead, I want to functionally design the integration for AP Payments Status/Acknowledgement to Legal Tracker Interface so that the technical design can be completed"
__label__272	"[Build] - INTF-015 - As an AP technical developer, I want to build the integration for Legal Tracker AP Invoices Interface so that functional users can validate the technical design"
__label__272	"[Technical Design] - INTF-015 - As an AP technical developer, I want to technically design the integration for Legal Tracker AP Invoices Interface so that build can be completed"
__label__272	"[Functional Design] - INTF-015 - As an AP lead, I want to functionally design the integration for Legal Tracker AP Invoices Interface so that the technical design can be completed"
__label__272	"[Build] - INTF-014 - As an AP technical developer, I want to build the integration for Asentinel AP Invoices Interface so that functional users can validate the technical design"
__label__272	"[Technical Design] - INTF-014 - As an AP technical developer, I want to technically design the integration for Asentinel AP Invoices Interface so that build can be completed"
__label__272	"[Functional Design] - INTF-014 - As an AP lead, I want to functionally design the integration for Asentinel AP Invoices Interface so that the technical design can be completed"
__label__272	INTF-012 - As an AP manager I want to send invoice payment status to Maximo so the Maximo team can take the appropriate action on an invoice
__label__272	"[Validation] - INTF-012 - As an AP lead, I want to validate the build for the integration for AP Payments Status/Acknowledgement to Maximo Outbound Interface so that the integration development can be marked complete"
__label__272	"[Build] - INTF-012 - As an AP technical developer, I want to build the integration for AP Payments Status/Acknowledgement to Maximo Outbound Interface so that functional users can validate the technical design"
__label__272	"[Technical Design] - INTF-012 - As an AP technical developer, I want to technically design the integration for AP Payments Status/Acknowledgement to Maximo Outbound Interface so that build can be completed"
__label__272	"[Functional Design] - INTF-012 - As an AP lead, I want to functionally design the integration for AP Payments Status/Acknowledgement to Maximo Outbound Interface so that the technical design can be completed"
__label__272	INTF-011-01 - As an AP manager I want to send invoices with holds to Maximo so the Maximo team can take the appropriate actions
__label__272	"[Validation] - INTF-011-01 - As an AP lead, I want to validate the build for the integration for AP Invoices (with Holds) to Maximo Outbound Interface so that the integration development can be marked complete"
__label__272	"[Build] - INTF-011-01 - As an AP technical developer, I want to build the integration for AP Invoices (with Holds) to Maximo Outbound Interface so that functional users can validate the technical design"
__label__272	"[Technical Design] - INTF-011-01 - As an AP technical developer, I want to technically design the integration for AP Invoices (with Holds) to Maximo Outbound Interface so that build can be completed"
__label__272	"[Functional Design] - INTF-011-01 - As an AP lead, I want to functionally design the integration for AP Invoices (with Holds) to Maximo Outbound Interface so that the technical design can be completed"
__label__272	INTF-011 - As an AP manager I want to send invoices to Maximo so the Maximo team can review invoices in their system
__label__272	"[Validation] - INTF-011 - As an AP lead, I want to validate the build for the integration for AP Invoices to Maximo Outbound Interface so that the integration development can be marked complete"
__label__272	"[Build] - INTF-011 - As an AP technical developer, I want to build the integration for AP Invoices to Maximo Outbound Interface so that functional users can validate the technical design"
__label__272	"[Technical Design] - INTF-011 - As an AP technical developer, I want to technically design the integration for AP Invoices to Maximo Outbound Interface so that build can be completed"
__label__272	"[Functional Design] - INTF-011 - As an AP lead, I want to functionally design the integration for AP Invoices to Maximo Outbound Interface so that the technical design can be completed"
__label__272	INTF-010 - As an AP manager I want to receive holds status from Maximo so that I can pay the invoice
__label__272	"[Validation] - INTF-010 - As an AP lead, I want to validate the build for the integration for Maximo Invoice Status [Hold Resolutions] inbound interface so that the integration development can be marked complete"
__label__272	"[Build] - INTF-010 - As an AP technical developer, I want to build the integration for Maximo Invoice Status [Hold Resolutions] inbound interface so that functional users can validate the technical design"
__label__272	"[Technical Design] - INTF-010 - As an AP technical developer, I want to technically design the integration for Maximo Invoice Status [Hold Resolutions] inbound interface so that build can be completed"
__label__272	"[Functional Design] - INTF-010 - As an AP lead, I want to functionally design the integration for Maximo Invoice Status [Hold Resolutions] inbound interface so that the technical design can be completed"
__label__275	"[Mock 2 Extract] - CNV-003 - As an AP conversion lead, I want to extract data for Suppliers so that conversion testing can be executed"
__label__275	"[Mock 2 Design & Build Review] - CNV-003 - As an AP conversion lead, I want to review and update data mapping and build components for supplier conversion so that future conversions will be completed with greater success"
__label__275	"[Mock 2 Validate] - CNV-003 - As an AP manager, I want to reconcile and validate that supplier legacy data is available so that business processes can be executed in the future state system"
__label__275	"[Mock 2 Transform & Load] - CNV-003 - As an AP conversion lead, I want to transform and load data for Suppliers so that legacy data can be available for reconciliation"
__label__275	As an AP analyst I want to configure Supplier portal so that my suppliers can interact with Oracle ERP
__label__275	"[Mock 1 Design & Build Review] - CNV-003 - As an AP conversion lead, I want to review and update data mapping and build components for supplier conversion so that future conversions will be completed with greater success"
__label__275	"[Mock 1 Validate] - CNV-003 - As an AP manager, I want to reconcile and validate that supplier legacy data is available so that business processes can be executed in the future state system"
__label__275	"[Mock 1 Transform & Load] - CNV-003 - As an AP conversion lead, I want to transform and load data for Suppliers so that legacy data can be available for reconciliation"
__label__275	"[Mock 1 Extract] - CNV-003 - As an AP conversion lead, I want to extract data for Suppliers so that conversion testing can be executed"
__label__275	INTF-055 - As an AP manager I want to review suppliers in Oracle Cloud that was interfaced from GEP Smart so that I can create invoices for those suppliers
__label__275	"[Validation] - INTF-055 - As an AP lead, I want to validate the build for the integration for Supplier Master to Oracle interface (Create/Update) so that the integration development can be marked complete"
__label__275	"[Technical Design] - INTF-055 - As an AP technical developer, I want to technically design the integration for Supplier Master to Oracle interface (Create/Update) so that build can be completed"
__label__275	"[Functional Design] - INTF-055 - As an AP lead, I want to functionally design the integration for Supplier Master to Oracle interface (Create/Update) so that the technical design can be completed"
__label__52	"As Consolidations lead, I will document and define any requirements around smartview reporting and data forms so that I can understand my reporting requirements"
__label__51	"As Consolidations lead, I will validate and confirm that the Out-the-Box FCCS compliance dashboard reports meet business requirements so that I can monitor controls and SOX compliance"
__label__50	"As Consolidations lead, I will document and define any requirements around Cash Flow KPIs and financial dashboards so that I can monitor financial performance"
__label__50	"As Consolidations lead, I will document and define any requirements around Income Statement KPIs and financial dashboards so that I can monitor financial performance"
__label__50	"As Consolidations lead, I will document and define any requirements around Balance Sheet KPIs and financial dashboards so that I can monitor financial performance"
__label__49	"As Consolidations lead, I will validate and confirm that the Out-the-Box FCCS task manager dashboard reports meet business requirements so that I can monitor my business processes"
__label__270	"As a Integration developer, I want to develop the integration structure so that I can map purchase orders from SPC Maximo to Oracle(Cloud) (INT-10)"
__label__270	"As an integration developer, I want to develop the integration structure so that I can map purchase orders from SPC Maximo to Oracle(Cloud) (INT-10)"
__label__166	"As a Budgeting lead, I need to define the data integrations specifications / requirements so that it can support the integration with other applications"
__label__166	"As a Budgeting lead, I need to obtain a sample data set from the source systems so that I can confirm that the data maps as expected in EPBCS"
__label__166	"MOVE TO PI3? - As a Budgeting lead, I need to define the data integrations specifications / requirements so that it can support the integration with other applications"
__label__167	"As a Budgeting lead, I need to obtain the decision around which applications will be the source for budgeting so that it can be accounted in the integration design"
__label__167	"As a Budgeting lead, I need to obtain a decision around which applications will be the source for budgeting so that it can be accounted in the integration design"
__label__159	"As a Budgeting lead, I need to rationalize and prioritize capital project reports so that I can provide a final list of reports needed for the future state"
__label__159	"As a Budgeting lead, I need to capture an inventory of capital project reports so that I can provide an initial list of reports needed for the future state"
__label__3	As a program management stakeholder I want to define the specific application environments to be used for program testing so that we can communicate to testers and identify any additional environment builds required
__label__3	"As a program management stakeholder, I need to complete a TVP evaluation of testflo, so that I may evaluate that tool for use in future state for test case management at Soco"
__label__3	"I need to complete a TVP evaluation of testflo and submit for consideration, so that I may evaluate that tool for use in future state for test case management at Soco"
__label__150	"As a Budgeting lead, I need to obtain a decision on what historical capital projects (actuals and budgets) data will need to be converted so that I can document what data to convert"
__label__150	"As a Budgeting lead, I need to determine which historical capital projects data needs to be converted so that I can ensure the conversion takes place as part of the system development"
__label__196	"As a Budgeting lead, I need to obtain a decision around project level of detail in budgeting (projects over 100k spend to be 1 for 1 with Oracle Projects, others for place holders) so that I can account in capital projects dimensionality"
__label__196	"As a Budgeting lead, I need the development team to set up the out of the box Projects cube so that I can understand the functionality and confirm that it will meet my needs for the future state"
__label__196	"As a Budgeting lead, I need to define the Projects module dimensions that will be built in EPBCS so that I can design the metadata and budget for capital planning"
__label__196	"As a Budgeting lead, I need to obtain a decision whether to calculate any depreciation and AFUDC so that I can ensure the future state supports these calculations if necessary"
__label__196	"As a Budgeting lead, I need to obtain a decision around project level of detail in budgeting so that I can account in capital projects dimensionality"
__label__161	"As a Budgeting lead, I need to define hierarchies to be sourced from DRM for each of the dimensions so that I can design the metadata flow for capital projects"
__label__161	"As a Budgeting lead, I need to define the dimensions to be sourced from DRM so that I can design the metadata flow design for capital projects"
__label__161	"As a Budgeting lead, I need to define the dimensions and attributes to be sourced from DRM so that I can design the metadata flow design for Projects"
__label__154	"As a Budgeting lead, I need to define the future capital projects budgeting process flow so that I can build the process design for capital projects"
__label__154	"As a Budgeting lead, I need to integrate the capital projects budgeting process with the overall Oracle projects process so that both process are in alignment and satisfy the business needs"
__label__154	"As a Budgeting lead, I need to define the current state capital projects budgeting process so that I can assist with the process design for the future state capital projects budgeting process"
__label__165	"As a Budgeting lead, I need to obtain a sample data set from the source system so that I can confirm that the data maps as expected in EPBCS"
__label__165	"As a Budgeting lead, I need to obtain a decision around which application will be the source for budgeting so that it can be accounted in the integration design"
__label__165	"As a Budgeting lead, I need to obtain a sample data set from the source system (Oracle GL) so that I can confirm that the data maps as expected in Oracle Planning"
__label__157	"As a Budgeting lead, I need to rationalize and prioritize income statement reports so that I can provide a final list of reports needed for the future state"
__label__157	"As a Budgeting lead, I need to capture an inventory of income statement reports so that I can provide an initial list of reports needed for the future state"
__label__158	"As a Budgeting lead, I need to rationalize and O&M reports so that I can provide a final list of reports needed for the future state"
__label__158	"As a Budgeting lead, I need to capture an inventory of O&M reports so that I can provide an initial list of reports needed for the future state"
__label__149	"As a Budgeting lead, I need to obtain a decision on what historical income statement data will need to be converted so that I can document what data to convert"
__label__149	"As a Budgeting lead, I need to decide what historical income statement data needs to be converted so that I can document what data to convert"
__label__149	"As a Budgeting lead, I need to determine which historical income statement data needs to be converted so that I can ensure the conversion takes place as part of the system development"
__label__164	"As a Budgeting lead, I need to define what data is going to be moving between plan types so that the data integrations can be design as expected"
__label__169	"As a Budgeting lead, I need to build income statement dimension for EPBCS so that I can validate the expected functionality in EPBCS"
__label__169	"As a Budgeting lead, I need to define income statement account dimensions that will be built in EPBCS so that I can design the metadata"
__label__169	"As a Budgeting lead, I want designed dimensions for the financial module so that I can see a holistic view of my budget in Oracle Planning"
__label__169	"As a Budgeting lead, I want the designed ¡®account¡¯ dimension for the financial module so that I can see a holistic view of my budget in Oracle Planning"
__label__156	"As a Budgeting lead, I need to mock up future state reports so that I can validate the expected functionality in EPBCS"
__label__226	"MOVE TO PI3 - As an Admin, I need to develop a integration in the tool so that it can support the integration with other applications"
__label__168	"As a Budgeting lead, I need to obtain a sample data set from the source HR system so that I can confirm that the data maps as expected in EPBCS"
__label__168	"As a Budgeting lead, I need to understand whether the HR team will rationalize Job Families within the Shell/HCM so that I can ensure the future state design of the WFP cube/future state budgeting process is in alignment with data received from Shell/HCM."
__label__160	"As a Budgeting lead, I need to rationalize and prioritize workforce reports so that I can provide a final list of reports needed for the future state"
__label__160	"As a Budgeting lead, I need to capture an inventory of workforce planning reports so that I can provide an initial list of reports needed for the future state"
__label__151	"As a Budgeting lead, I need to obtain a decision on what historical workforce planning (actuals and budgets) data will need to be converted so that I can document what data to convert"
__label__151	"As a Budgeting lead, I need to determine which historical workforce planning data needs to be converted so that I can ensure the conversion takes place as part of the system development"
__label__170	"As a Budgeting lead, I need to define other workforce planning application dimensions that will be built in EPBCS so that I can design the metadata"
__label__170	"As a Budgeting lead, I need the development team to set up the out of the box Workforce Planning cube so that I can understand the functionality and confirm that it will meet my needs for the future state"
__label__170	"As a budgeting lead, I need to understand the functionality of the out of the box Workforce cube so that I can develop a hypothesis on whether or not to use the functionality."
__label__170	"As a Budgeting lead, I need to define the workforce planning application dimensions that will be built in EPBCS so that I can design the metadata and budget for workforce planning"
__label__162	"As a Budgeting lead, I need to obtain sample data sets so that it can support the metadata flow design for workforce planning"
__label__162	"As a Budgeting lead, I need to define hierarchies to be sourced from DRM for each of the dimensions so that I can design the metadata flow design for workforce planning"
__label__162	"As a Budgeting lead, I need to define the dimensions to be sourced from DRM so that I can design the metadata flow design for workforce planning"
__label__162	"As a Budgeting lead, I need to define the dimensions and attributes to be sourced from DRM so that I can design the metadata flow design for workforce planning"
__label__269	"As SPC Maximo System Analyst, I want to understand and document changes required to the Spread sheet to import Work Orders so that necessary changes are identified"
__label__269	"As SPC Maximo System Analyst, I want to understand and document changes required to the Spread sheet to import Work Orders so that necessary changes are identified"
__label__22	"As a ES buyer, I am able to review and approve purchase requistion so that the purchase order is sent to the vendor on time for materials / serives required"
__label__254	"As a SPC tester, I want create test script for completing capital project work so that testing can be performed using the test script"
__label__254	"As a SPC tester, I want create test script for initiating corrective maintenance work so that testing can be performed using the test script"
__label__254	"As a Integration developer, I want to design the data mapping on Actuals(Labor, Material, Service) so that we map the data on Actuals(Labor, Material, Service) from SPC Maximo to Oracle(Cloud) (INT-9)"
__label__254	"As a SPC developer, I want modify GLAccountforMWOs.py to support changes so that the POET string changes based on the reimbursement type condition when I create a work order from PM"
__label__254	"As a Integration developer, I want to develop the integration structure so that I can map Actuals(Labor, Material, Service) from SPC Maximo to Oracle(Cloud) (INT-9)"
__label__254	"As a Integration developer, I want to design the data mapping on Actuals(Labor, Material, Service) so that we map the data on Actuals(Labor, Material, Service) from SPC Maximo to Oracle(Cloud) (INT-9)"
